113,Scala,Fragrant Mud,T-Style,2.73628E+12
114,Guild,Super Rain,Doubleneck Custom,2.08899E+12
115,Epiphone,Curly Resonance,Explorer,2.90933E+12
116,Washburn,Young Shape,HB35,4.01866E+11
117,Scala,Winter Cherry,Junkyard,6.50508E+12
118,Taylor,Delicate Voice,600 Series,8.09497E+12
119,Schecter,Damp Flower,C-6 Pro,4.42116E+12
120,Martin,Shiny Paper,Ed Sheeran Signature,5.19719E+12
121,Jackson,Plain Sea,Juggernaut,5.30311E+12
122,Epiphone,Raspy Bird,Les Paul Standard Double Cut,9.08691E+12
123,Jackson,Twilight Sky,Juggernaut,9.90721E+12
124,Taylor,Green Recipe,300 Series,4.74618E+12
125,Ibanez,Still Night,JS1CR Joe Satriani,1.09976E+12
126,B.C. Rich,Little Mode,Eagle,4.14538E+12
127,G&L,Orange River,Tribute Fallout,1.16931E+12
128,Carvin,Misty Queen,A6E,7.25962E+12
129,G&L,Orange Mud,Fullerton Deluxe Doheny,6.00343E+12
130,Jackson,Frosty Shadow,Kelly,1.83509E+12
131,Rickenbacker,Still Wind,Model 1993 Plus,7.01132E+12
132,Rickenbacker,Rough Hat,Model 1993 Plus,7.69253E+12
133,Rickenbacker,Winter Mountain,Model 300,8.16218E+12
134,G&L,Nameless Base,Tribute Fallout,9.88521E+12
135,Paul Reed Smith,Small Salad,Carlos Santana Signature,2.24604E+11
136,Martin,Gentle Pine,00-28,3.81481E+12
137,Fender,Crimson Flower,Meteora,2.08314E+12
138,Gibson,Raspy Bonus,ES-355,7.78265E+12
139,Friedman,Aged Bread,Cali,1.1917E+12
140,Gretsch,Dry Forest,Chet Atkins,2.41377E+12
141,Martin,Soft Firefly,Style 3 Centennial,7.04638E+12
142,Paul Reed Smith,Holy Feather,SE 245 Standard,3.57636E+12
143,Washburn,Twilight Butterfly,HB15,1.16457E+12
144,Jackson,Late Heart,Juggernaut,4.71987E+12
145,Gretsch,Orange Union,White Penguin,8.98664E+12
146,ESP,Orange Star,FRX,6.65186E+12
147,Martin,Blue Block,D-45,72968192110
148,Epiphone,White Cake,Explorer,5.98792E+12
149,Friedman,Sweet Dawn,Vintage-T,3.24699E+12
150,Fender,Hidden Tooth,Stratocaster,2.04052E+12
151,Ibanez,Small Lab,PGM333,9.21982E+12
152,Gretsch,Dawn Cake,Irish Falcon,2.29355E+12
153,Schecter,Silent Voice,Solo-II,8.02464E+12
154,Ibanez,Shiny Cloud,PS10,6.5731E+12
155,Scala,Broken Leaf,Burst,7.47826E+12
156,Guild,Rapid Wildflower,Starfire,2.12728E+12
157,Carvin,Spring Flower,A6C,8.50395E+12
158,Guild,Crimson Bonus,A-150,3.62613E+12
159,Taylor,Black Base,400 Series,9.62224E+12
160,Friedman,Nameless Disk,Vintage-T,6.65639E+12
161,Epiphone,Floral Fog,ES-330,6.63747E+12
162,Squier,Lingering Shape,Jazzmaster,7.17771E+12
163,Carvin,Delicate Flower,CT624X,5.88631E+12
164,Ibanez,Shiny Haze,PM200,5.27123E+12
165,Charvel,Late Sunset,DK24,3.23961E+12
166,Gibson,Bold Forest,ES-330,3.56894E+12
167,ESP,Broad Bonus,Viper,43635161845
168,Epiphone,Still Shape,Les Paul Custom,6.38334E+12
169,Friedman,Wandering Shape,Cali,8.83831E+12
170,Jackson,Red Silence,Juggernaut,2.31195E+12
171,Martin,Lively Lake,GPC-28E,2.52779E+12
172,Squier,Long Truth,Meteora,7.19275E+12
173,Friedman,Still Butterfly,Metro-D,8.1806E+12
174,Ibanez,Autumn Frost,JS2480MCR,2.56027E+12
175,Guild,Sweet Breeze,D25M,3.84946E+12
176,G&L,Soft Paper,Fullerton Deluxe Doheny,57650879302
177,ESP,Fancy Bonus,TE,8.77507E+12
178,Fender,Throbbing Term,Jaguar,9.97175E+12
179,Ibanez,Shrill Darkness,JS2480MCR,9.20341E+12
180,Charvel,Long Flower,DK,6.84795E+12
181,Carvin,Morning Rice,A6E,9.94701E+12
182,Carvin,Hidden Silence,A6E,4.02561E+11
183,B.C. Rich,Icy Leaf,Bich,7.91693E+12
184,Jackson,Orange Snow,Dinky,5.53724E+12
185,Taylor,Throbbing Rice,300 Series,4.11784E+12
186,Friedman,Young Band,Vintage-S,4.63345E+12
187,ESP,Tiny Pine,M,9.04568E+12
188,G&L,Orange Cake,Tribute ASAT,2.58336E+12
189,Taylor,Muddy Band,300 Series,91487978876
190,Charvel,Small Resonance,DK27,7.64479E+11
191,Gretsch,Snowy Glitter,White Penguin,6.3866E+12
192,ESP,Lucky Night,SN,8.58341E+12
193,Washburn,Lucky Fog,M160,1.60287E+12
194,ESP,Bold Union,H3,8.25641E+12
195,Scala,Calm Boat,Junkyard,9.39582E+12
196,Jackson,Curly Band,Juggernaut,6.69321E+12
197,Ibanez,Wild Block,PM200,9.80218E+12
198,Epiphone,Tight Dream,Les Paul Standard,5.47978E+12
199,Scala,Raspy Resonance,T-Style,2.76598E+12
200,Guild,Shy Sky,D25M,1.83851E+12
201,Scala,Odd Rice,Underdog,5.40122E+12
202,Scala,Round Bird,Burst,3.93989E+11
203,Jackson,Blue Block,Soloist,5.53696E+12
204,Jackson,Autumn Darkness,Soloist,2.03221E+12
205,Epiphone,Autumn Queen,Les Paul Traditional II,1.57492E+12
206,Jackson,Silent Snowflake,Juggernaut,8.11945E+12
207,Scala,Young Paper,Burst,6.42088E+12
208,Ibanez,Silent Recipe,KIKO200,6.55981E+12
209,Paul Reed Smith,Wild Shape,McCarty Singlecut,1.48337E+12
210,Washburn,Falling Rice,L20,3.4665E+12
211,G&L,Patient Sunset,Tribute Fallout,5.2119E+12
212,Jackson,Withered Dust,Soloist,24365128421
213,Epiphone,Delicate Wildflower,Les Paul Jr Double Cut,4.47267E+12
214,Charvel,Frosty Dawn,DK24,1.95286E+12
215,Gibson,Steep Shadow,SG Jr,9.29245E+12
216,Martin,Falling Shadow,HD-35,2.75204E+12
217,Schecter,Royal Rice,V-1,6.01094E+12
218,Friedman,Sparkling Queen,Vintage-T,7.11138E+12
219,Paul Reed Smith,Still Shape,SE 277 Baritone,5.83701E+12
220,Friedman,Falling Wave,Vintage-T,7.62847E+12
221,Gretsch,Noisy Leaf,Black Penguin,2.4231E+12
222,Charvel,Sweet Morning,Guthrie Govan Signature,6.95319E+11
223,Gibson,Divine Dream,ES-330,5.47278E+12
224,Gretsch,Shiny Sunset,Black Penguin,5.99981E+12
225,Martin,Flat Grass,CEO-7,6.76118E+12
226,Scala,Small Moon,Junkyard,1.82334E+12
227,Guild,Billowing Water,Doubleneck Custom,8.47937E+12
228,Scala,Rough Breeze,T-Style,9.47713E+12
229,Gretsch,Damp Leaf,Reverend Horton Heat,4.94569E+12
230,Schecter,Wandering Resonance,Solo-II,9.05646E+12
231,Rickenbacker,Misty Paper,Model 330-12,5.79758E+12
232,Fender,Summer Fire,Stratocaster,2.67011E+12
233,Carvin,Lively Forest,CT624X,8.89883E+12
234,G&L,Wispy Morning,Fullerton Deluxe Doheny,8.02845E+12
235,Washburn,Wild Wave,J3,3.77353E+12
236,Taylor,Billowing Limit,600 Series,1.58573E+12
237,Ibanez,Still Flower,GB10 George Benson,7.16768E+12
238,Taylor,Shiny Wave,500 Series,6.71033E+11
239,Ibanez,Long Hill,AF200,3.97092E+12
240,Squier,Yellow Dawn,Duo-Sonic,9.95658E+12
241,B.C. Rich,Shiny Pond,Warlock,6.91131E+11
242,G&L,Lingering Grass,Tribute Fallout,3.42927E+12
243,Squier,Aged Rice,Meteora,3.7168E+12
244,Paul Reed Smith,Still Limit,Super Eagle II,3.9542E+12
245,Martin,Lively Term,Ed Sheeran Signature,5.25334E+12
246,Charvel,Withered Water,DK27,6.1187E+12
247,ESP,White Snowflake,EC,3.42824E+12
248,Guild,Holy Heart,Doubleneck Custom,6.72262E+12
249,Schecter,Super Art,V-1,5.16469E+12
250,Friedman,Flat Water,Metro-D,2.06385E+12
251,B.C. Rich,Tiny Salad,Virgo,9.4734E+12
252,Epiphone,Sweet Limit,ES-355,6.71035E+12
253,Scala,Throbbing Pond,T-Style,4.45926E+12
254,Gretsch,Fragrant Flower,Penguin,1.38875E+12
255,Squier,Floral Bush,Meteora,4.20683E+12
256,Squier,Damp Night,Mustsang,5.0526E+11
257,Squier,Falling Pine,Telecaster,6.7095E+12
258,Charvel,Spring Cloud,DK24,5.38641E+12
259,Gretsch,Misty Forest,Irish Falcon,1.50012E+12
260,G&L,Wandering River,Fullerton Deluxe Comanche,3.00544E+12
261,Fender,Old Snowflake,Mustsang,8.97819E+12
262,G&L,Young Glade,Tribute Doheny,8.80968E+11
263,B.C. Rich,Misty Surf,Widow,5.08325E+12
264,Gretsch,Holy Art,Reverend Horton Heat,7.71011E+12
265,Schecter,Fancy Smoke,V-1,2.35343E+12
266,ESP,Nameless Snow,TE,5.84123E+12
267,Scala,Wandering Sun,Burst,2.75726E+12
268,Ibanez,Steep Paper,PS10,1.61882E+12
269,Carvin,Floral Pond,A6H,3.76919E+12
270,Ibanez,Quiet Unit,KIKO200,1.40347E+11
271,Paul Reed Smith,Long Bird,SE Custom 22,6.07586E+11
272,Washburn,Delicate Forest,J600,8.48015E+12
273,Gretsch,Floral Unit,White Penguin,3.76205E+12
274,Epiphone,Purple Lake,Flying V,2.73802E+12
275,Gibson,Red Base,Les Paul Jr Double Cut,4.39169E+12
276,G&L,Winter Firefly,Tribute Doheny,6.76789E+11
277,Epiphone,Royal Mud,Explorer,7.15762E+12
278,Ibanez,Gentle Moon,PGM333,3.3913E+12
279,Carvin,Dawn Frost,A6E,8.34386E+12
280,Scala,Polished Heart,Burst,7.30863E+12
281,Carvin,Broken Leaf,C7H,2.69463E+12
282,Friedman,Falling Wildflower,Metro-D,1.78108E+12
283,Epiphone,Billowing Breeze,Les Paul Jr,9.70229E+12
284,Washburn,Polished Snow,J600,1.35275E+12
285,Schecter,Red Sunset,C-7 SLS Evil Twin,4.27512E+12
286,Washburn,Aged Water,J600,7.53925E+12
287,Martin,Winter Waterfall,D-18,8.40529E+12
288,Carvin,Bold Disk,A6H,7.85107E+12
289,Taylor,Super Hat,600 Series,6.42993E+11
290,Taylor,Noisy Heart,700 Series,3.08055E+12
291,Friedman,Polished Wave,Metro-D,3.36553E+12
292,Taylor,Fancy Tooth,600 Series,5.43968E+12
293,Paul Reed Smith,Silent Wood,SE Custom 24 Ziricote,7.40957E+12
294,Schecter,Misty Smoke,E-1 Custom,6.54201E+12
295,Washburn,Green Hat,M10FRQ,5.50007E+12
296,Squier,Wild Mud,Jazzmaster,5.29613E+12
297,Schecter,Floral Salad,E-1 Custom,6.72771E+12
298,Gretsch,Polished Tooth,White Falcon,8.26951E+11
299,Ibanez,Cool Voice,PS10,6.58066E+12
300,Scala,Sparkling Pond,T-Style,9.37974E+12
301,Gibson,Bitter Hill,Les Paul Classic,5.05161E+12
302,Friedman,Super Bar,Vintage-T,1.00877E+12
303,Epiphone,Wispy Meadow,ES-355,8.03901E+12
304,Friedman,Late Truth,Metro-D,3.24053E+12
305,Ibanez,Weathered Night,JS2480MCR,8.72071E+12
306,Ibanez,Tiny King,AF200,7.41724E+12
307,Paul Reed Smith,Super Mountain,SE 277 Baritone,8.14874E+12
308,G&L,Fancy Poetry,Fullerton Deluxe Comanche,4.85594E+12
309,Schecter,Summer Term,C-6 Pro,7.24514E+11
310,Friedman,Summer River,Metro-D,1.83271E+12
311,ESP,Shrill Wood,Viper,9.4431E+12
312,Ibanez,Odd Darkness,AF200,7.54608E+12
313,Friedman,Ancient Fog,Cali,2.82082E+12
314,Guild,Crimson Dream,Doubleneck Custom,9.92783E+12
315,Scala,Wispy Sky,T-Style,4.8988E+12
316,Paul Reed Smith,Holy Heart,SE Mark Tremonti,5.21973E+12
317,Squier,Lively Queen,Mustsang,3.57338E+12
318,Scala,Soft Lab,ES,8.46078E+12
319,Rickenbacker,Jolly Grass,Model 1993 Plus,7.87344E+12
320,Taylor,Weathered Fog,100 Series,9.35066E+12
321,Gretsch,Flat Mode,Black Falcon,3.16903E+11
322,B.C. Rich,Snowy Credit,Virgo,7.33958E+12
323,Rickenbacker,Floral Morning,Model 340,4.91936E+12
324,B.C. Rich,Dawn Dew,Beast,3.59235E+12
325,Squier,Mute Morning,Stratocaster,4.21208E+12
326,Friedman,Damp Block,Cali,7.82934E+12
327,Rickenbacker,Sweet King,Model 1993 Plus,1.55622E+12
328,B.C. Rich,Plain Waterfall,Mockingbird,1.10684E+12
329,Rickenbacker,Small Grass,Model 300,9.68409E+12
330,Jackson,Quiet Frog,Soloist,9.53334E+12
331,Jackson,Fragrant Surf,Juggernaut,3.95408E+12
332,Squier,Red Forest,Stratocaster,5.8044E+12
333,Jackson,Crimson Hall,Juggernaut,5.44894E+12
334,Martin,Divine Flower,D-28,6.50101E+12
335,Taylor,Fragrant Water,800 Series,5.74849E+12
336,Taylor,Curly Sun,200 Series,7.97036E+12
337,Rickenbacker,Spring Sun,Model 1993 Plus,9.36E+12
338,Carvin,Yellow Dew,CT624X,5.2677E+12
339,Friedman,Purple Smoke,Vintage-S,2.03031E+12
340,Schecter,Misty Union,Keith Merror KM-7,7.77809E+12
341,Guild,Gentle Pond,D25M,6.31446E+12
342,G&L,Blue Smoke,Tribute ASAT,9.3291E+12
343,Gretsch,Bitter Waterfall,Reverend Horton Heat,7.65294E+12
344,Martin,Solitary Sunset,00-28,8.05232E+12
345,ESP,Cool Cloud,Black Metal,5.22002E+12
346,Carvin,Proud Sun,CT624X,4.58885E+12
347,Martin,Divine Bonus,HD-35,8.84315E+12
348,Gibson,Dark Resonance,Les Paul Studio,3.64969E+12
349,Taylor,Odd Haze,700 Series,3.05122E+12
350,ESP,Quiet Paper,Xtone,1.98767E+11
351,Taylor,Polished Tooth,200 Series,8.09151E+12
352,Guild,Wandering Dream,Starfire,5.38166E+12
353,Gibson,Twilight Glade,Les Paul Jr,4.44349E+12
354,Gretsch,Broad Recipe,G5420T,8.31827E+12
355,Paul Reed Smith,Odd King,SE Custom 22,2.16831E+12
356,Jackson,Morning Firefly,Juggernaut,2.53807E+12
357,Washburn,Yellow Shape,M10FRQ,2.2665E+12
358,B.C. Rich,Sweet Dust,Beast,8.60232E+12
359,Gibson,Fancy Wind,ES-355,6.20524E+12
360,Squier,Rapid Frog,Meteora,5.37174E+12
361,B.C. Rich,Throbbing Scene,Eagle,3.35133E+12
362,Gibson,Bold Brook,Flying V,6.4099E+12
363,Friedman,Bold Heart,Cali,7.62324E+12
364,Ibanez,Icy Sun,PM200,7.9499E+12
365,Taylor,Lingering Cherry,700 Series,73687562437
366,Ibanez,Lively Mud,JS2480MCR,7.75535E+12
367,Epiphone,Cold Pond,SG,5.6151E+12
368,Charvel,Yellow Breeze,DK27,7.29466E+12
369,Jackson,Restless Dew,Juggernaut,7.30448E+12
370,B.C. Rich,Soft Bush,Eagle,5.58459E+12
371,Taylor,Still Queen,500 Series,8.80686E+12
372,Gibson,Dry Hall,Les Paul Jr,5.40215E+12
373,Carvin,Rough Mountain,A7E,4.07388E+11
374,Friedman,Blue Hall,Vintage-S,5.50267E+12
375,Scala,Orange Block,Underdog,2.79703E+12
376,Jackson,Square Fog,Rhoads,5.51293E+12
377,Carvin,Orange Limit,A6H,8.81442E+12
378,Rickenbacker,Winter Cake,Model 360,8.29472E+11
379,Friedman,Empty Darkness,Vintage-T,2.21107E+12
380,Jackson,Flat Paper,Dinky,5.82258E+12
381,Squier,Quiet Silence,Stratocaster,7.71684E+12
382,G&L,Cold Truth,Tribute Comanche,1.78033E+12
383,Fender,Sweet Lake,Jazzmaster,6.30731E+12
384,Epiphone,Crimson Tree,ES-355,7.15908E+12
385,Gretsch,Purple Heart,Penguin,2.18988E+12
386,Scala,Weathered Band,Underdog,3.43035E+12
387,Carvin,Red Credit,A7E,9.61526E+12
388,Rickenbacker,Morning Limit,Model 340,9.49979E+12
389,Jackson,Summer Hall,King V,2.44795E+12
390,Jackson,Sparkling Lab,Juggernaut,8.96396E+12
391,Taylor,Still Waterfall,400 Series,4.1854E+12
392,Taylor,Shy Disk,600 Series,5.59565E+12
393,Carvin,Wispy Silence,CT624X,2.17474E+12
394,Schecter,Summer Wave,C-7 SLS Evil Twin,3.07853E+12
395,Scala,Floral Art,ES,1.6875E+12
396,Martin,Lingering King,Style 3 Centennial,8.29409E+12
397,Scala,Royal Field,Junkyard,9.60864E+12
398,Washburn,Summer Paper,HB15,6.3546E+12
399,Guild,Rough Surf,D25M,3.63153E+12
400,Charvel,Bitter Scene,Guthrie Govan Signature,6.03504E+12
401,Charvel,Raspy Poetry,DK,7.89304E+12
402,Rickenbacker,Dawn Wind,Model 1993 Plus,6.82337E+12
403,ESP,Plain Credit,H,6.09055E+12
404,Epiphone,Sparkling Hill,Firebird,8.05429E+11
405,Martin,Morning Wildflower,GPC-28E,3.11566E+12
406,Rickenbacker,Square Breeze,Model 360,9.71212E+12
407,Scala,Tight Wildflower,T-Style,1.10264E+12
408,Schecter,Old Field,C-6 Pro,5.03595E+12
409,Carvin,Long Bonus,A6E,4.30069E+11
410,Schecter,Jolly Dawn,Synyster Gates Custom,6.35928E+12
411,Martin,Mute Silence,D-28 Authentic 1937,4.31273E+12
412,G&L,Shrill Cell,Fullerton Deluxe ASAT,2.94206E+12
413,Guild,Tight Dream,A-150,1.2279E+12
414,B.C. Rich,Fragrant Wind,Igniter,3.18138E+12
415,Martin,Rough Pine,D-45,1.45193E+12
416,Martin,Purple Snowflake,D-41,7.59662E+12
417,Paul Reed Smith,Broken River,McCarty 594,9.05162E+12
418,Guild,Plain Sound,D40,9.04693E+12
419,Ibanez,Noisy Shadow,PGM333,7.12764E+12
420,Rickenbacker,Spring Hat,Model 360,8.87598E+12
421,Paul Reed Smith,Restless Glitter,Carlos Santana Signature,2.55198E+12
422,Friedman,Super Snowflake,Metro-D,4.0728E+12
423,Friedman,Damp Cherry,Metro-D,8.71395E+12
424,Taylor,Silent Thunder,300 Series,7.40728E+12
425,Friedman,Cool Scene,Vintage-S,7.17339E+12
426,Martin,Weathered River,GPC-28E,4.09488E+12
427,Carvin,Young Block,A7E,4.94867E+12
428,Guild,Plain Term,Doubleneck Custom,2.22443E+12
429,G&L,Still Mouse,Tribute Doheny,2.82387E+12
430,Carvin,Solitary Art,A6H,7.49806E+12
431,Carvin,Old Hat,A6E,1.81356E+12
432,Washburn,Morning Dew,J3,9.34755E+12
433,Martin,Restless Sun,GPC-28E,3.2256E+12
434,ESP,Dawn Flower,FRX,9.78411E+12
435,Charvel,Muddy Paper,Guthrie Govan Signature,3.07716E+12
436,ESP,Fancy Tooth,Arrow,6.77601E+11
437,Fender,Snowy Mouse,Stratocaster,7.13519E+12
438,G&L,Shrill Fire,Fullerton Deluxe Skyhawk,1.17723E+12
439,Taylor,Rapid Bird,400 Series,3.38649E+12
440,Gibson,Icy Snowflake,ES-355,2.22404E+12
441,Paul Reed Smith,Snowy Feather,McCarty Singlecut,1.19653E+12
442,Squier,Crimson Mud,Mustsang,1.79017E+12
443,Paul Reed Smith,Still Tooth,McCarty Singlecut,2.38352E+12
444,Carvin,Purple Pond,A6H,9.4535E+12
445,G&L,Plain Violet,ASAT Classic Bluesboy,1.9007E+12
446,Martin,Divine Darkness,CEO-7,9.34968E+12
447,Ibanez,Raspy Firefly,PS10,2.79501E+12
448,Epiphone,Nameless Grass,Les Paul Custom,2.4621E+12
449,Jackson,Broad Violet,Dinky,1.1043E+12
450,ESP,Small Limit,EX,4.46465E+12
451,Jackson,Long Frost,Kelly,2.2867E+12
452,Guild,Square Lab,Starfire,9.44079E+12
453,ESP,Rough Queen,FRX,7.61283E+12
454,Washburn,Curly Shadow,HB15,6.63102E+12
455,B.C. Rich,Misty Tooth,Widow,9.44183E+12
456,Jackson,Jolly Lab,Rhoads,8.15438E+12
457,Ibanez,Red Glade,PS10,8.84578E+12
458,Paul Reed Smith,Odd Frost,SE Carlos Santana,6.93206E+12
459,Taylor,White Flower,600 Series,2.93067E+12
460,Rickenbacker,Dark Band,Model 360,8.67771E+12
461,Washburn,Crimson Breeze,L20,9.78792E+12
462,Ibanez,Winter Rain,KIKO200,2.21706E+12
463,Friedman,Billowing Firefly,Metro-D,2.98254E+12
464,Squier,Patient Bar,Stratocaster,4.55232E+12
465,Ibanez,Falling Limit,JS2480MCR,6.58525E+12
466,Friedman,Soft Glitter,Metro-D,9.55637E+12
467,G&L,Round Lab,Tribute ASAT,7.84855E+11
468,Taylor,Morning Fire,800 Series,6.12925E+12
469,Squier,Odd Wood,Stratocaster,7.73047E+12
470,Ibanez,Soft Art,JS2480MCR,1.24293E+12
471,ESP,Steep Math,MH,79509969484
472,Washburn,Throbbing Band,M10FRQ,4.39729E+12
473,Epiphone,Delicate Resonance,Les Paul Traditional II,5.01008E+12
474,Epiphone,Sparkling Bar,Les Paul Standard,4.57637E+11
475,Gibson,Red Hill,Flying V,7.42004E+12
476,Washburn,Withered Sky,M10FRQ,2.21781E+12
477,Martin,Green Hall,Style 3 Centennial,5.20646E+12
478,Carvin,Long Sun,CT624X,2.76516E+12
479,G&L,Tight Heart,Fullerton Deluxe Comanche,1.31916E+12
480,ESP,Small Sea,M,8.85156E+11
481,Fender,Dark Wind,Jaguar,4.78541E+12
482,Fender,Crimson Grass,Jaguar,7.24027E+12
