232,Rickenbacker,Falling Frog,Model 300,2.02E+11
233,Epiphone,Green Lab,Les Paul Jr,1.56E+12
234,G&L,Snowy Firefly,Tribute Doheny,2.85E+12
235,Taylor,Crimson Block,100 Series,3.55E+12
236,G&L,Wispy Rice,Tribute Fallout,3.97E+12
237,Friedman,Broken Moon,Metro-D,5.84E+12
238,Rickenbacker,Bold King,Model 330-12,5.06E+12
239,Gretsch,Shrill Shadow,White Penguin,5.75E+11
240,Taylor,Cool Sea,600 Series,1.68E+12
241,Gibson,Holy Poetry,ES-175,3.59E+12
242,Gretsch,Orange Dew,Black Falcon,8.84E+12
243,Jackson,Winter Wave,Kelly,1.72E+12
244,B.C. Rich,Spring Rain,Warlock,2.45E+12
245,Gretsch,Rough Bar,Black Falcon,9.24E+12
246,Squier,Fancy Scene,Stratocaster,8.50E+12
247,Charvel,Patient Dream,SC1,6.27E+12
248,Washburn,Polished Mud,HB35,6.60E+12
249,Squier,Billowing Math,Meteora,4.79E+12
250,Rickenbacker,Fancy Hat,Model 300,8.42E+12
251,ESP,Divine Tooth,FRX,3.68E+11
252,G&L,Square Moon,Tribute ASAT,9.03E+12
253,Gibson,Shy Pond,Les Paul Studio,6.09E+11
254,Fender,Nameless Flower,Telecaster,9.23E+12
255,Washburn,Restless Flower,M10FRQ,1.77E+12
256,B.C. Rich,Bold Poetry,Seagull,9.68E+12
257,Schecter,Wild Dust,Keith Merror KM-7,2.06E+12
258,Fender,Empty Grass,Telecaster,9.71E+12
259,Taylor,Lively Wind,600 Series,3.85E+12
260,Fender,Square Breeze,Meteora,5.52E+11
261,Washburn,Weathered Darkness,HB15,2.26E+12
262,Washburn,Young Union,HB15,1.52E+12
263,Guild,Patient Bird,A-150,4.45E+11
264,Epiphone,Shiny Flower,Les Paul Custom,25723857410
265,ESP,Little Tooth,FRX,8.77E+12
266,Jackson,Empty Moon,Rhoads,7.79E+12
267,Fender,Flat Waterfall,Stratocaster,9.11E+12
268,Paul Reed Smith,Red Sun,McCarty Singlecut,3.43E+11
269,Friedman,Tiny King,Vintage-T,8.76E+12
270,Jackson,Rapid Surf,Rhoads,2.41E+12
271,G&L,Steep Poetry,Tribute Doheny,2.10E+12
272,Fender,Quiet Voice,Telecaster,5.34E+11
273,Washburn,Delicate Voice,J3,2.04E+11
274,Jackson,Blue Surf,Juggernaut,2.08E+12
275,Scala,Divine Wind,ES,5.05E+12
276,Scala,Rapid Voice,ES,6.25E+12
277,ESP,Shy Snow,EX,1.60E+12
278,Scala,Polished Night,Underdog,1.68E+12
279,Jackson,Green Butterfly,Rhoads,5.52E+12
280,Taylor,Shrill Hat,800 Series,3.34E+12
281,Schecter,Shiny Breeze,C-6 Pro,5.86E+11
282,Taylor,Tiny Silence,500 Series,9.47E+12
283,Ibanez,Dry Limit,PS10,7.65E+12
284,Carvin,Wild Mode,C6H,5.69E+12
285,ESP,Shiny Bonus,F,8.39E+12
286,ESP,Billowing Forest,SN,8.84E+12
287,G&L,Still Cake,Fullerton Deluxe ASAT,4.40E+12
288,Ibanez,White Union,PGM333,9.00E+12
289,Ibanez,Morning Night,JS2480MCR,4.14E+12
290,G&L,Raspy Silence,Tribute ASAT,7.24E+12
291,Schecter,Winter Sea,Keith Merror KM-7,9.70E+12
292,Gibson,Curly Fire,Flying V,9.06E+12
293,Epiphone,Lucky Art,Les Paul Jr Double Cut,6.18E+12
294,Fender,Blue Hill,Mustsang,1.19E+12
295,Paul Reed Smith,Red Sunset,SE Standard 24,8.32E+12
296,Fender,Summer Hall,Duo-Sonic,8.47E+12
297,Rickenbacker,Dawn Wave,Model 330-12,1.54E+12
298,Charvel,Small Pine,DK27,7.05E+12
299,Washburn,Lucky Dream,M10FRQ,9.60E+12
300,Squier,Shrill Night,Jazzmaster,9.15E+12
301,G&L,Calm Leaf,Tribute Comanche,1.95E+12
302,Taylor,Broken Block,700 Series,3.09E+12
303,Friedman,Shiny Firefly,Cali,4.70E+12
304,Schecter,Still Heart,Solo-II,8.76E+12
305,Martin,Icy Lake,D-28 Authentic 1937,3.31E+11
306,Squier,Flat Bird,Jazzmaster,5.35E+12
307,ESP,Empty Queen,H,5.07E+12
308,B.C. Rich,Green Silence,Stealth,8.97E+12
309,B.C. Rich,Gentle Math,Virgin,3.71E+12
310,Rickenbacker,Super Mountain,Model 300,6.86E+12
311,Charvel,Shy Dew,SC1,5.24E+12
312,Rickenbacker,Jolly Poetry,Model 300,7.70E+12
313,Fender,Old Tooth,Duo-Sonic,8.21E+12
314,Guild,Shy Fog,Starfire,7.57E+11
315,Taylor,Royal Voice,700 Series,7.44E+12
316,Friedman,Rough Lab,Vintage-S,5.02E+12
317,Epiphone,Long Math,Les Paul Traditional II,4.35E+12
318,Carvin,Late Hill,C7H,3.40E+12
319,B.C. Rich,Crimson Darkness,Stealth,5.13E+11
320,Schecter,Silent Scene,Solo-II,6.46E+12
321,Carvin,Spring Sun,A6H,9.08E+12
322,G&L,Orange Frost,ASAT Classic Bluesboy,4.18E+12
323,G&L,Square Silence,Fullerton Deluxe Skyhawk,2.07E+12
324,Epiphone,Young Star,Les Paul Standard,5.43E+12
325,ESP,Damp Waterfall,F,4.10E+12
326,Guild,Red Shape,Starfire,4.20E+12
327,Washburn,Royal Hat,M160,2.19E+12
328,Epiphone,Lucky Recipe,Les Paul Jr,8.81E+12
329,Scala,Falling Salad,Underdog,6.36E+12
330,Gibson,Aged Haze,Les Paul Custom,8.76E+12
331,Jackson,Crimson Morning,Soloist,6.06E+12
332,Friedman,Rapid Term,Cali,6.06E+12
333,Schecter,Hidden Shape,Synyster Gates Custom,6.47E+12
334,Jackson,Icy Dream,Juggernaut,8.34E+11
334,Epiphone,Flat Salad,ES-355,1.44E+12
335,G&L,Twilight Wind,ASAT Classic Bluesboy,2.07E+11
336,Taylor,Broad Firefly,300 Series,1.84E+12
337,Martin,White Flower,D-18,7.89E+12
338,Scala,Orange Hill,Burst,4.59E+12
339,Epiphone,Royal Bonus,Les Paul Custom,8.75E+11
340,Gibson,Restless Paper,Explorer,4.43E+12
341,G&L,Little Poetry,Fullerton Deluxe ASAT,8.86E+12
342,B.C. Rich,Still Snowflake,Bich,7.07E+12
343,Charvel,Spring Sound,SC1,9.10E+12
344,Fender,Shiny Bush,Stratocaster,2.06E+12
345,Friedman,Odd Resonance,Vintage-T,9.53E+11
346,Epiphone,Bold Snowflake,ES-355,2.80E+12
347,Fender,Broad Firefly,Meteora,3.33E+12
348,Taylor,Royal Hat,500 Series,6.01E+12
349,Gretsch,Sweet Violet,White Falcon,1.88E+12
350,Ibanez,Plain Union,JEM7V,5.57E+12
351,Squier,White Voice,Telecaster,8.19E+12
352,B.C. Rich,Still Forest,Eagle,3.19E+11
353,Ibanez,Broad Mouse,JS1CR Joe Satriani,1.76E+12
354,Jackson,Raspy Waterfall,King V,4.86E+12
355,ESP,Throbbing Hill,F,7.73E+12
356,Rickenbacker,Aged Queen,Model 330-12,1.86E+12
357,Taylor,Falling Mud,700 Series,1.47E+12
358,Ibanez,Flat Fire,GB10 George Benson,1.68E+12
359,Ibanez,Icy Sea,PM200,7.57E+12
360,Taylor,Orange Morning,200 Series,4.30E+12
361,Jackson,Quiet Mountain,Soloist,6.25E+11
362,Epiphone,Blue Breeze,Les Paul Custom,3.08E+12
363,G&L,Lucky Silence,ASAT Classic Bluesboy,6.75E+12
364,Epiphone,Curly Poetry,Les Paul Jr,4.57E+12
365,Fender,Old Bread,Jazzmaster,2.29E+12
366,B.C. Rich,Blue Cherry,Virgin,8.68E+12
367,B.C. Rich,Holy Snow,Beast,1.27E+12
368,Squier,Old Sea,Jazzmaster,8.82E+12
369,B.C. Rich,Crimson Frog,Bich,9.29E+11
370,Washburn,Twilight Sun,HB15,5.18E+12
371,Squier,Gentle Lake,Jaguar,8.16E+12
372,G&L,Calm Haze,Tribute Doheny,3.06E+12
373,G&L,Noisy Thunder,Fullerton Deluxe Skyhawk,6.10E+12
374,Martin,Gentle Dust,D-45,9.84E+12
375,Charvel,Flat Wind,DK24,3.21E+12
376,Gibson,Silent Sun,Les Paul Jr Double Cut,9.32E+12
377,Charvel,Old Dust,SC1,4.87E+12
378,Washburn,Super Wildflower,J600,9.51E+12
379,Gretsch,Steep Bar,Black Penguin,3.20E+12
380,Schecter,Nameless Star,Solo-II,9.55E+12
381,Martin,Square Lake,GPC-28E,2.13E+12
382,Gibson,Young Sound,Les Paul Standard Double Cut,5.54E+12
383,G&L,Wispy Flower,Tribute Doheny,6.25E+12
384,Ibanez,Morning Grass,PM200,9.84E+12
385,Scala,Raspy Firefly,Junkyard,2.44E+12
386,Charvel,Round Art,DK27,1.98E+12
387,Gretsch,Withered Recipe,Penguin,5.17E+12
388,Schecter,Restless Pine,E-1 Custom,7.60E+12
389,Charvel,Rough Surf,DK24,8.51E+12
390,Jackson,Round Art,Soloist,3.70E+12
391,B.C. Rich,Old Butterfly,Eagle,8.27E+12
392,Schecter,Aged Term,C-6 Pro,2.03E+12
393,Paul Reed Smith,Throbbing Math,Silver Sky,3.73E+12
394,ESP,Broad Hill,H3,9.94E+11
395,Taylor,Shiny Band,400 Series,1.59E+12
396,Martin,Cool Lake,Style 3 Centennial,2.26E+12
397,Gretsch,Old Grass,G5425,7.47E+12
398,Martin,Frosty Meadow,D-28 Authentic 1937,7.47E+12
399,Taylor,Rapid Boat,500 Series,4.79E+12
400,Rickenbacker,Odd Base,Model 360,6.27E+12
401,Scala,Aged Darkness,Junkyard,3.33E+12
402,G&L,Dawn Dream,Tribute ASAT,8.89E+12
403,Martin,Royal Feather,D-18,1.28E+12
404,G&L,Ancient Lab,Fullerton Deluxe Doheny,6.12E+12
405,Ibanez,Calm Smoke,PM200,3.50E+12
406,Martin,Mute Block,D-41,7.63E+12
407,Friedman,Purple Star,Vintage-S,5.14E+12
408,Washburn,Royal Mud,J3,7.58E+11
409,Schecter,Patient Waterfall,E-1 Custom,4.45E+12
410,G&L,Fragrant Dust,Tribute Comanche,4.62E+12
411,Scala,Super King,Burst,8.01E+12
412,B.C. Rich,Patient Base,Warlock,8.31E+12
413,Squier,Autumn Sun,Mustsang,3.74E+12
414,Scala,Solitary Leaf,Underdog,1.56E+12
415,Epiphone,Royal Grass,Explorer,9.84E+12
416,Guild,Throbbing Resonance,D40,9.43E+12
417,Paul Reed Smith,Green Pond,Paul's Guitar,7.37E+12
418,Scala,Little Haze,Burst,3.96E+12
419,G&L,Restless Credit,ASAT Classic Bluesboy,4.76E+12
420,Squier,Delicate Wave,Mustsang,8.85E+12
421,Epiphone,Sweet Moon,Casino,4.93E+12
422,Rickenbacker,Proud Bar,Model 340,1.27E+12
423,Jackson,Small Smoke,Kelly,8.00E+12
424,Washburn,Aged Snowflake,HB35,7.65E+12
425,Friedman,Winter Bar,Vintage-T,4.72E+11
426,ESP,Royal Cloud,TE,5.57E+12
426,Schecter,Crimson Cell,Synyster Gates Custom,1.20E+12
427,Epiphone,Fragrant Smoke,Casino,6.44E+12
428,Jackson,Curly Snow,Juggernaut,4.63E+12
429,Friedman,Broken Waterfall,Vintage-S,9.73E+12
430,Ibanez,Dry Rain,PGM333,8.88E+12
431,Paul Reed Smith,Floral Firefly,McCarty 594,2.55E+12
432,Carvin,Blue Haze,CT624X,3.79E+12
433,Charvel,Hidden Tree,So-Cal Style,7.11E+12
434,G&L,Quiet Mouse,Fullerton Deluxe Comanche,1.61E+12
435,Taylor,Sparkling Lab,200 Series,3.65E+12
436,Friedman,Morning Field,Metro-D,3.22E+12
437,Squier,Holy Fire,Duo-Sonic,6.82E+12
438,Gretsch,Bold Sunset,Irish Falcon,5.10E+12
439,Ibanez,Purple Sky,JS2480MCR,8.00E+12
440,Washburn,Gentle Heart,HB35,5.33E+12
441,Paul Reed Smith,Steep Shape,CE 24 Semi-Hollow,8.74E+12
442,G&L,Autumn Hill,Tribute ASAT,6.98E+11
443,Jackson,Proud Surf,Juggernaut,5.40E+12
444,Charvel,Proud Scene,Guthrie Govan Signature,7.60E+12
445,Gibson,Lingering Night,ES-355,1.93E+12
446,Carvin,Fragrant Firefly,C6H,4.75E+12
447,Gibson,Yellow Field,ES-330,4.96E+11
448,Gretsch,Flat Union,Chet Atkins,2.40E+12
449,Squier,Shy Mouse,Stratocaster,7.69E+12
450,Charvel,Tiny Star,SC1,9.72E+11
451,Jackson,Patient Leaf,Kelly,2.80E+12
452,Taylor,Silent Dust,500 Series,1.50E+12
453,Guild,Patient Poetry,D25M,5.43E+12
454,Gibson,Broken Glitter,ES-355,8.72E+12
454,Charvel,Dark Boat,DK27,9.09E+12
455,Fender,Aged Dream,Stratocaster,6.36E+12
456,Friedman,Lively Paper,Cali,7.36E+12
457,Friedman,Purple Firefly,Vintage-S,8.72E+12
458,Epiphone,Winter Night,Flying V,4.72E+12
459,Rickenbacker,Mute Firefly,Model 340,5.26E+12
460,Gretsch,Plain Fog,G5420T,2.00E+12
461,G&L,Twilight Block,Fullerton Deluxe ASAT,1.24E+12
462,ESP,Billowing Cherry,H3,2.06E+12
463,Squier,Empty Tree,Stratocaster,3.29E+12
464,Rickenbacker,Bold Leaf,Model 340,3.87E+12
465,Washburn,Holy Dust,M10FRQ,1.56E+12
466,Schecter,Tight Salad,V-1,8.94E+12
467,Charvel,Tiny Sunset,Guthrie Govan Signature,1.61E+12
468,Carvin,Autumn Hat,A7E,4.74E+12
469,Washburn,Weathered Leaf,HB15,5.15E+12
470,ESP,Lucky Pine,TE,1.76E+11
471,Washburn,Ancient Shape,M160,2.96E+12
472,Squier,Polished Rice,Meteora,2.69E+12
473,Fender,Round Art,Jaguar,1.31E+12
474,B.C. Rich,Mute Base,Seagull,6.97E+12
475,Friedman,Twilight Glitter,Vintage-S,8.00E+12
476,ESP,Red Cloud,Xtone,6.86E+12
477,Scala,Small Feather,Underdog,1.69E+12
478,Friedman,Red Scene,Vintage-S,2.08E+12
479,Taylor,Winter Sun,700 Series,8.36E+12
480,B.C. Rich,Polished Dawn,Widow,5.31E+11
481,Washburn,Nameless Bird,J3,6.85E+12
482,Epiphone,Spring Sound,Explorer,4.75E+12
483,Gretsch,Floral Bird,Chet Atkins,9.53E+12
484,Scala,Twilight Queen,Burst,4.23E+12
485,Taylor,Frosty Cell,700 Series,7.14E+12
486,Taylor,Summer Salad,700 Series,9.60E+12
487,ESP,Shrill Limit,SN,7.45E+12
